id,state,city,title,address
318247,上海市,上海市,康师傅私房牛肉面(秀沿店),上海市浦东新区康桥镇秀沿路1132号-1180号
191979,北京市,北京市,康师傅私房牛肉面（天通苑龙德店）,立汤路186号龙德广场1楼（近地铁5号线立水桥站）
2003413,上海市,上海市,康师傅私房牛肉面（九峰路店）,上海市松江区九峰路118号平高广场一层101-18号商铺
965114,湖北省,武汉市,康师傅私房牛肉面（循礼门店）,武汉市江汉路257号大润发超市一楼
1229790,云南省,昆明市,康师傅私房牛肉面（昆百大店）,昆明市五华区东风西路1号昆百大附一楼B号
