shopId,lv1Name,lv2Name,shopName,address
121297,北京市,海淀区,康师傅私房牛肉面（金源店）,北京市海淀区远大路1号5层5-20A商铺
230260,北京市,西城区,康师傅私房牛肉面（广安门）,北京市西城区马连道南街2号院8号楼104号
734339,北京市,朝阳区,康师傅私房牛肉面（姚家园店）,北京市朝阳区姚家园路甲1号汽车交易市场20号楼家乐福姚家园店104号
110897,北京市,海淀区,康师傅私房牛肉面（东源店）,北京市海淀区成府路29号（1-2）
159254427,北京市,通州区,康师傅私房牛肉面（华业东方玫瑰店）,北京市通州区临河里路33号楼-101-114室
271343,北京市,西城区,康师傅私房牛肉面（前门店）,北京市西城区大栅栏街1号2号楼一、二层-2
891003,北京市,西城区,康师傅私房牛肉面（南礼士路店）,北京市西城区真武庙头条1号
270520,北京市,朝阳区,康师傅私房牛肉面（民族园店）,北京市朝阳区民族园路2号4幢10号柜位
338989,北京市,朝阳区,康师傅私房牛肉面（安贞华联店）,北京市朝阳区安贞西里五区4号-01层4-1内B1-08铺位
